"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Berhampur","BP-BAM-2022-07-18-006254","BPA1","2022-07-18","2022-07-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-28-005530","BPA1","2022-06-28","2022-07-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-12-004636","BPA2","2022-06-12",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-31-003919","BPA2","2022-05-31",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-11-004597","BPA1","2022-06-11","2022-06-11","APPROVED","BP/BMC/000348","2022-07-12"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-11-002409","BPA1","2022-04-11","2022-04-11","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-19-006308","BPA1","2022-07-19","2022-07-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-28-005531","BPA1","2022-06-28","2022-07-12","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-14-002536","BPA2","2022-04-14","2022-04-21","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-12-003549","BPA1","2022-05-12","2022-06-03","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-25-006505","BPA1","2022-07-25","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-07-004432","BPA2","2022-06-07","2022-06-12","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-25-001954","BPA1","2022-03-25","2022-04-09","APPROVAL_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-05-05-003257","BPA1","2022-05-05","2022-05-05","APPROVED","BP/BED/000207","2022-06-01"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-19-003740","BPA1","2022-05-19","2022-05-31","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-31-003926","BPA1","2022-05-31",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-14-003595","BPA1","2022-05-14","2022-06-23","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-31-003930","BPA1","2022-05-31","2022-05-31","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-06-14-004715","BPA2","2022-06-14","2022-07-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-26-001192","BPA2","2022-02-26","2022-04-27","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Cuttack","BP-CTC-2022-06-12-004637","BPA2","2022-06-12",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-08-002362","BPA2","2022-04-08","2022-04-09","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-07-005902","BPA1","2022-07-07",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-06-28-005477","BPA1","2022-06-28",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-22-004986","BPA1","2022-06-22",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-06-13-004676","BPA1","2022-06-13","2022-06-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-31-003931","BPA2","2022-05-31",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-07-28-006655","BPA1","2022-07-28",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-29-001999","BPA1","2022-03-29","2022-03-30","APPROVED","BP/BMC/000459","2022-07-27"
"Kalinganagardevelopmentauthority","BP-KDA-2022-06-02-004014","BPA2","2022-06-02","2022-06-08","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-17-003658","BPA1","2022-05-17","2022-05-18","APPROVED","BP/BAM/000316","2022-07-07"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-31-003938","BPA2","2022-05-31","2022-07-08","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-18-004821","BPA1","2022-06-18","2022-06-18","APPROVED","BP/BAM/000359","2022-07-14"
"Bhubaneswar","BP-BMC-2022-04-21-002708","BPA1","2022-04-21","2022-04-22","APPROVED","BP/BMC/000249","2022-06-14"
"Berhampur","BP-BAM-2022-06-15-004721","BPA1","2022-06-15",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-06-14-004717","BPA1","2022-06-14","2022-06-17","APPROVED","BP/BAM/000415","2022-07-22"
"Bhubaneswar","BP-BMC-2022-06-27-005469","BPA1","2022-06-27","2022-06-28","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-29-003849","BPA1","2022-05-29","2022-05-30","APPROVED","BP/BAM/000289","2022-06-28"
"Bhubaneswar","BP-BMC-2022-03-09-001548","BPA1","2022-03-09","2022-03-15","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-17-003659","BPA1","2022-05-17","2022-06-01","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-28-006653","BPA1","2022-07-28","2022-07-28","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-28-005502","BPA1","2022-06-28","2022-07-02","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-01-003952","BPA1","2022-06-01",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-06-005850","BPA1","2022-07-06","2022-07-06","APPROVAL_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-07-06-005844","BPA1","2022-07-06","2022-07-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-12-004649","BPA1","2022-06-12","2022-06-17","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-22-005005","BPA1","2022-06-22","2022-06-27","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-28-005476","BPA1","2022-06-28","2022-07-28","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-20-006356","BPA1","2022-07-20","2022-07-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-01-003953","BPA1","2022-06-01","2022-06-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-05-001418","BPA1","2022-03-05","2022-03-06","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-01-003962","BPA2","2022-06-01",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-02-004060","BPA1","2022-06-02",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-19-003712","BPA1","2022-05-19","2022-05-19","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-15-006178","BPA1","2022-07-15","2022-07-15","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Sambalpur","BP-SMB-2022-02-07-000724","BPA1","2022-02-07","2022-02-08","APPROVED","BP/SMB/000209",NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-16-001783","BPA1","2022-03-16","2022-03-17","APPROVED","BP/BED/000210",NULL
"Berhampur","BP-BAM-2022-06-29-005534","BPA2","2022-06-29",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-11-004632","BPA1","2022-06-11","2022-06-13","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Rourkela","BP-RRK-2022-06-01-003949","BPA1","2022-06-01","2022-06-02","APPROVED","BP/RRK/000261","2022-06-21"
"Bhubaneswar","BP-BMC-2022-03-08-001509","BPA1","2022-03-08","2022-04-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-05-20-003805","BPA2","2022-05-20","2022-05-31","APPROVED","BP/BAM/000263","2022-06-21"
"Bhubaneswar","BP-BMC-2022-03-02-001309","BPA1","2022-03-02","2022-03-04","APPROVAL_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-03-08-001482","BPA2","2022-03-08","2022-03-08","APPROVED","BP/RRK/000211","2022-06-01"
"Bhubaneswar","BP-BMC-2022-04-12-002490","BPA1","2022-04-12","2022-04-20","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001229","BPA1","2022-02-28","2022-03-06","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-07-005865","BPA1","2022-07-07",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-08-003358","BPA2","2022-05-08","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-08-005915","BPA2","2022-07-08","2022-07-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003577","BPA1","2022-05-13","2022-05-14","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-17-004795","BPA1","2022-06-17","2022-06-28","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-03-004068","BPA1","2022-06-03","2022-06-04","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-11-004600","BPA1","2022-06-11",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-07-005868","BPA1","2022-07-07",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-01-003974","BPA1","2022-06-01","2022-06-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-11-004592","BPA1","2022-06-11","2022-06-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-29-005538","BPA1","2022-06-29",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-15-001744","BPA1","2022-03-15","2022-03-17","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Cuttack","BP-CTC-2022-06-02-004063","BPA1","2022-06-02",NULL,"PENDING_APPL_FEE",NULL,NULL
"Berhampur","BP-BAM-2022-06-03-004067","BPA1","2022-06-03",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-03-004069","BPA1","2022-06-03",NULL,"INITIATED",NULL,NULL
"Sambalpur","BP-SMB-2022-03-18-001824","BPA1","2022-03-18","2022-06-18","APPROVED","BP/SMB/000388","2022-07-18"
"Bhubaneswar","BP-BMC-2022-02-08-000740","BPA1","2022-02-08","2022-02-08","APPROVED","BP/BMC/000128","2022-04-27"
"Berhampurdevelopmentauthority","BP-BED-2022-05-19-003702","BPA1","2022-05-19","2022-05-19","APPROVED","BP/BED/000223","2022-06-05"
"Cuttack","BP-CTC-2022-07-14-006124","BPA1","2022-07-14",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-31-003911","BPA2","2022-05-31","2022-05-31","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-09-003381","BPA1","2022-05-09","2022-05-09","APPROVAL_INPROGRESS",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-26-002900","BPA1","2022-04-26",NULL,"FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-26-000544","BPA2","2022-01-26","2022-02-23","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-22-002746","BPA1","2022-04-22","2022-04-23","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-03-005674","BPA2","2022-07-03",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-12-004638","BPA2","2022-06-12",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-06-12-004643","BPA1","2022-06-12","2022-06-13","APPROVED","BP/BAM/000467","2022-07-28"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-13-002499","BPA1","2022-04-13","2022-04-13","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-05-002221","BPA1","2022-04-05","2022-04-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-30-003866","BPA1","2022-05-30","2022-05-31","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-12-000828","BPA1","2022-02-12","2022-02-16","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-14-006126","BPA1","2022-07-14",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001300","BPA1","2022-03-02","2022-03-04","APPROVED","BP/BMC/000381","2022-07-17"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-30-003857","BPA2","2022-05-30","2022-05-30","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-05-12-003502","BPA1","2022-05-12","2022-05-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Cuttack","BP-CTC-2022-05-12-003504","BPA1","2022-05-12","2022-05-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Sambalpur","BP-SMB-2022-06-03-004129","BPA1","2022-06-03",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-07-000707","BPA2","2022-02-07","2022-02-07","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-25-002849","BPA1","2022-04-25","2022-04-30","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-28-006662","BPA1","2022-07-28",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-12-004640","BPA2","2022-06-12",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-17-004813","BPA1","2022-06-17","2022-06-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-10-005966","BPA1","2022-07-10",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001081","BPA2","2022-02-23","2022-02-24","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-21-002714","BPA1","2022-04-21","2022-04-21","APPROVED","BP/CTC/000220",NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001032","BPA1","2022-02-22","2022-02-22","APPROVED","BP/BDA/000238","2022-06-10"
"Bhubaneswar","BP-BMC-2022-05-12-003544","BPA2","2022-05-12","2022-05-12","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-10-004560","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-03-005677","BPA1","2022-07-03","2022-07-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-10-004552","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-10-004553","BPA2","2022-06-10",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-04-30-003076","BPA1","2022-04-30","2022-04-30","APPROVED","BP/RRK/000240","2022-06-10"
"Berhampurdevelopmentauthority","BP-BED-2022-06-15-004725","BPA1","2022-06-15","2022-06-15","APPROVED","BP/BED/000379","2022-07-17"
"Bhubaneswar","BP-BMC-2022-07-18-006258","BPA1","2022-07-18","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004606","BPA1","2022-06-11",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-18-006259","BPA1","2022-07-18","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-28-005479","BPA1","2022-06-28",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-15-004726","BPA1","2022-06-15","2022-06-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-24-002818","BPA1","2022-04-24","2022-04-24","APPROVED","BP/BDA/000243","2022-06-11"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-19-003739","BPA1","2022-05-19","2022-05-19","APPROVED","BP/BDA/000346","2022-07-12"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004602","BPA1","2022-06-11","2022-06-12","APPROVED","BP/BDA/000384","2022-07-18"
"Bhubaneswar","BP-BMC-2022-06-10-004564","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-05-30-003879","BPA1","2022-05-30","2022-05-30","APPROVED","BP/BED/000236","2022-06-10"
"Bhubaneswar","BP-BMC-2022-07-07-005870","BPA1","2022-07-07",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-24-002815","BPA1","2022-04-24","2022-04-28","APPROVED","BP/BDA/000234","2022-06-10"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-03-005673","BPA1","2022-07-03","2022-07-04","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001129","BPA1","2022-02-24","2022-03-11","APPROVAL_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-06-11-004609","BPA1","2022-06-11",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003564","BPA1","2022-05-13","2022-05-16","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-04-001358","BPA2","2022-03-04","2022-03-15","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-08-005910","BPA1","2022-07-08","2022-07-09","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-29-005536","BPA2","2022-06-29","2022-07-19","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-03-005684","BPA1","2022-07-03","2022-07-03","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-21-004970","BPA1","2022-06-21","2022-06-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-03-001333","BPA1","2022-03-03","2022-03-03","APPROVAL_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-06-01-003957","BPA1","2022-06-01","2022-06-13","APPROVED","BP/SMB/000265","2022-06-22"
"Bhubaneswar","BP-BMC-2022-03-06-001425","BPA1","2022-03-06","2022-03-15","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-26-002894","BPA1","2022-04-26","2022-06-03","APPROVED","BP/CTC/000254","2022-06-18"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-02-005657","BPA1","2022-07-02","2022-07-02","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-07-005871","BPA1","2022-07-07","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-10-004565","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001858","BPA1","2022-03-21","2022-03-22","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-07-000700","BPA1","2022-02-07","2022-02-07","APPROVED","BP/BMC/000248","2022-06-14"
"Berhampur","BP-BAM-2022-03-08-001480","BPA1","2022-03-08","2022-03-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-21-004957","BPA4","2022-06-21","2022-06-21","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001305","BPA1","2022-03-02","2022-03-03","APPROVED","BP/BDA/000245","2022-06-12"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-26-006560","BPA2","2022-07-26","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-19-006261","BPA1","2022-07-19","2022-07-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-05-003234","BPA2","2022-05-05","2022-05-06","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-06-21-004937","BPA1","2022-06-21","2022-06-21","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-05-18-003693","BPA1","2022-05-18","2022-06-21","APPROVED","BP/SMB/000389","2022-07-19"
"Sambalpur","BP-SMB-2022-05-09-003398","BPA1","2022-05-09","2022-05-18","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-23-002796","BPA2","2022-04-23",NULL,"APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-04-30-003077","BPA2","2022-04-30","2022-05-04","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-11-005993","BPA1","2022-07-11","2022-07-14","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-28-006666","BPA1","2022-07-28","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-29-003034","BPA1","2022-04-29","2022-05-03","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-03-005682","BPA1","2022-07-03","2022-07-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-08-005905","BPA1","2022-07-08","2022-07-08","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-17-003665","BPA2","2022-05-17","2022-05-30","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Berhampur","BP-BAM-2022-05-20-003756","BPA1","2022-05-20","2022-06-01","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-20-004928","BPA2","2022-06-20","2022-06-21","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-11-004628","BPA1","2022-06-11","2022-07-02","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-05-04-003183","BPA1","2022-05-04","2022-05-11","APPROVED","BP/CTC/000257","2022-06-20"
"Bhubaneswar","BP-BMC-2022-07-14-006128","BPA2","2022-07-14","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-29-005554","BPA1","2022-06-29","2022-07-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-04-005706","BPA1","2022-07-04","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004589","BPA2","2022-06-11","2022-06-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-10-001570","BPA1","2022-03-10","2022-03-14","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-31-002052","BPA1","2022-03-31","2022-05-07","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004616","BPA1","2022-06-11","2022-06-11","APPROVED","BP/BDA/000363","2022-07-14"
"Cuttack","BP-CTC-2022-06-11-004601","BPA1","2022-06-11","2022-06-11","APPROVED","BP/CTC/000306",NULL
"Berhampur","BP-BAM-2022-06-13-004657","BPA1","2022-06-13","2022-06-14","APPROVED","BP/BAM/000438","2022-07-24"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004835","BPA2","2022-06-18",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-06-11-004603","BPA1","2022-06-11","2022-06-11","APPROVED","BP/CTC/000338","2022-07-11"
"Bhubaneswar","BP-BMC-2022-07-19-006262","BPA1","2022-07-19","2022-07-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-11-004584","BPA1","2022-06-11","2022-06-11","APPROVED","BP/CTC/000273","2022-06-23"
"Bhubaneswar","BP-BMC-2022-03-03-001334","BPA2","2022-03-03","2022-03-07","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Cuttack","BP-CTC-2022-06-11-004586","BPA1","2022-06-11","2022-06-11","APPROVED","BP/CTC/000251","2022-06-16"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-11-000809","BPA2","2022-02-11","2022-02-16","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-25-001951","BPA3","2022-03-25","2022-03-26","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-27-005465","BPA2","2022-06-27","2022-06-29","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Cuttack","BP-CTC-2022-06-11-004624","BPA1","2022-06-11","2022-06-11","APPROVED","BP/CTC/000308","2022-07-04"
"Bhubaneswar","BP-BMC-2022-04-11-002426","BPA2","2022-04-11",NULL,"APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-13-004664","BPA1","2022-06-13","2022-06-13","APPROVED","BP/BMC/000260","2022-06-21"
"Bhubaneswar","BP-BMC-2022-03-16-001768","BPA1","2022-03-16","2022-03-22","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-21-004960","BPA1","2022-06-21","2022-06-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002371","BPA2","2022-04-08","2022-04-09","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
